headline,link,source,region,published_at
"PM | UK economy forecast to be hit hardest by Iran war","https://news.google.com/rss/articles/CBMiUEFVX3lxTE5hUFVBdTk5THI0VkU5ZFIxUF9ValdKUGJERDBxRDQwZS1IZ1NZaTh1WnhieUExd0hFWkZkRy1oXzdQNTJ4VENPZy1uWExhOGla?oc=5","BBC","Global","1776264319000"
