headline,link,source,region,published_at
"Apple Sues OpenAI, US to Iran: Declare Hormuz Open, More","https://news.google.com/rss/articles/CBMiowFBVV95cUxPSG1iejJ4d0dmN0Zra3dLU3d3b191RVZEUGlNc1JIRHJtbFFKZzhGU1J0c3R2cC1VenpMTEN4YmN4X1pWMDhJbmhwdllsQmtTOUpXSE85a1ZpM3hIeFVaN0hPVWRXRWhCRlFuWmdSQjR1QXc0M0Z0WnRFYnlkYzJmd1p0NU9zblp6R1dZNDJrVjRFUjVrM0t4dmthVTh3ZVl5ZVBz?oc=5","Bloomberg","Global","1783728381000"
"CRYPTIC ORDERS: Trump reveals directions he gave on Iran if assassinated","https://news.google.com/rss/articles/CBMiVkFVX3lxTE1meGxaMk1zSHp4aW9PZHpxdlhtOTBncUU3UjJCMHAtamJETjJDaE43OTl2TDYtTHN3b3ZodHNXUlpNaFd2eEhEalhXVDhkamJWRzZKYmJn?oc=5","Fox News","US","1783729124000"
"US wants Iran to pledge to stop shooting at ships in Strait of Hormuz","https://news.google.com/rss/articles/CBMiWkFVX3lxTFBoS0hYU18weGNjTUZpSzBPTU83Z3lMV1g4YXdGSTM5Y0pjY2xQemxUeFAzX2pfb0xzZ0FzUXB4ZnBXdGxPMV9PaDJudTlCNEk3ZXZ1S3QxU2pSdw?oc=5","BBC","Global","1783733089000"
"Apple Sues OpenAI for Trade Secret Theft, US to Iran: Declare Hormuz Open, More","https://news.google.com/rss/articles/CBMirwFBVV95cUxQUW5Nc0g4Ym5wMDZMcDc0THNIZnY2ZDdHODBDTkJTS1RLVXgyZ0prT1F6Nm9Oek1GWEZWN09PMVo3VE8xcTNwVmFRSDc5MGhpdTZLWEplc1BtZElsVjVjaFVOLTAyeFRaMzZpVzRqREZHVDYxN2RYMFRmOWJwd2lXa3JGaEkzWV83YnpMVWdWWnl2SHF0NGxqN0dIRXhtRkwtMDh2YXFYS2JKWjExZ04w?oc=5","Bloomberg","Global","1783731944000"
"Iraqs Islamic Resistance hails ‘epic of Imam Khamenei funeral, vows weapons not up for bargaining","https://news.google.com/rss/articles/CBMi1AFBVV95cUxONWhianBLTzg1MFVCbDJfT2V2WXQweXhCY1ZldFpfT0trcTVuQ1FJYnN2YUpFUVk4UUhBcXZQdmx6Y0JiSGc1NzBXR2dfZnk4U1NpRDI4MFg1NlY4MVpDTVZ4RFpjbWd3cDZ0R2J6YVBhTGFBRmtodF9EWDJpLVJyUWlaYldHZmJlTzlfd25aOHlhR3RLV25zemRIVlVzT21vQUhJYjF3Sk5acjNaWW1lQnZLeHJLSTc4bF9YSUY4el82NFlsczN3WVZTUjZTWnZIbFF6SQ?oc=5","Press TV","Iran","1783732331000"
"EU ministers assess economic fallout of illegal war on Iran","https://news.google.com/rss/articles/CBMiqwFBVV95cUxOUUFuSERiRHZDRGRQRDFOaElfOVYyY2hYMmtjTENTQV8zSWFGeFBUNnFaRkljd1Z0cGREN0g4Z0ZWVHVOVWM1MWpBSjhjLTg3REc3UWc3MnN5ekJSbWlZMjViclhlM1BIR2ZacmstTDlzNFRSZ281dV8zMWEzSGdvVHlvNmZ6MGpyVDFVZEk4UnB1V3hVUEpFdzBnbVpaRzRPdUsyUHFkSklHWUE?oc=5","Press TV","Iran","1783731720000"
"Apple Sues OpenAI, US Tells Iran: Declare Hormuz Open, More","https://news.google.com/rss/articles/CBMipwFBVV95cUxNUFEwR3JqNU9ocXRBU3FoU3ZhYUFBT0pycGJIbGNndFR0T0RyWE50SDQ2WXFBUWJsYzh5dmlXM3BlN05sdXZyYzlweEl0TWtlZTNmajBCbjJPTTRMSzlLRFprbDAzRVVaN1prUUt2Y0NmdjFlam9yYUJrLThqXzUzN2JVdDNRSWszdHZ2NGpDRVNWeFNLSVVuMnNodkJndmJJQ3dPalRDNA?oc=5","Bloomberg","Global","1783735442000"
"Onboard the closest Navy ship to Iran","https://news.google.com/rss/articles/CBMimwFBVV95cUxOVE1FQTFEcU1IbDQ1VEgxRzJhNmlKOG9IdzI4TVpXQWhKcW1FS2xXY1FuSE14ZFI2RTR2dExyYXd1bnJ0Zy10ZlZSb19OTU55d3RwOGt6UXBMbFJubm51NTJVZFhHOUlJcURrQUVGTm1OQ281ZE1UYjB5TVE1ZGhSQ1NSS3RtbG1WUHAtV0JuQlFhN1JhS1Q2eXdjUQ?oc=5","CNN","US","1783734240000"
"UAE ‘must be held accountable’ for supporting US aggression, says Iranian diplomat","https://news.google.com/rss/articles/CBMiswFBVV95cUxOXzNCTjA1NWpCaFY5eEF3OC1TZzMtSVlXNWZ1Q1FmQ09IUW1YRzRxdVpEV1ZIZHM5TkFiME9uelpwaGg2RFcyVFFKbzlnT09YclY1YTVDekJfT2hYdEw5a1hZdEh0aW11NXVUU2d1UEVjOXdqSFRMRzVmdkRZU1BOUWEzSjUtMTJCek05Q3ZNRHJlY282NG9rRjJXYS1VR01JbXlIT0lqQk5hVXdPYTV5OTJDaw?oc=5","Dawn","Pakistan","1783735804000"
"Trump, MBS discuss US-Iran talks, maritime security in phone call","https://news.google.com/rss/articles/CBMingFBVV95cUxNUkxPZ3RPZy1pUXc5bEFhZWtpeE5YdUFRQXI4bmNTUjN6cmRfT0ZCRUg3clExc2tRaDdUN0ZBNjQ5aEJUNDNCRHhWU3pvOWNuT0dDUkhNUUIwdlFCWTJPRHcxMzBVUGQwZ29KRGp4MXJaQVBVdmxzTVg5ck01YTFoNmNHNnYwYWtfMzhqV3BXRnQ0ZGVwTEo0Uk02aEZrUQ?oc=5","Dawn","Pakistan","1783735222000"
