headline,link,source,region,published_at
"US-Iran War Intensifies as Trump Downplays Desire For Deal | Daybreak Europe 9/2/2026","https://news.google.com/rss/articles/CBMiYkFVX3lxTFBpRUZmemJ0U3kyZjhaZWMyb0s4amVMNzJHV0tIQ05ITTI0YjJYMkphRklvNng5azU1Mm1hdHlzSWFpMVg4ZkpraFFnTGxsS3Rmd0Z2U1ZuZ0w0RDRrbFl5NXZn?oc=5","Bloomberg","Global","1613026175000"
