headline,link,source,region,published_at
"Dollar at week-high after US resumes attacks on Iran","https://news.google.com/rss/articles/CBMiowFBVV95cUxNVWFIZEp3ZW1HMXBhLVIwNmF5TGp6dWZzeEc0ekw3Nk1FX18tLUJlRXZ0bkhTR2pyRWNKeF95bWZFVWQ1Ri16YjNuYnM1T0RBWVFfNTZNeGZtR1JTQ0p2Q2xQNUFzSnJmTzVQT3hVeTRtUkFMLXVJM3FyY3BZbGdaTDJVSm1KMl9mRlNzZ2t0a3BDN0QtWW5USmc1RW9ndWc4VHJn?oc=5","Reuters","Global","1783469280000"
"Flash: Renewed explosions on Qeshm island reported, several blasts heard on Kharg island: Iranian Press TV","https://news.google.com/rss/articles/CBMifEFVX3lxTE5sWFlTVHpXOTJTNEpJWlk4Y2lqLXBrLVRhV3NJMUVZTThfVzVzTlF1cU5RT2t3RDRmcHF6a08tWkZhX3FoT215WHh3clg5QmowYUNhOEdxNjBQUHJ0b3BwYU82bmEyOGdFekJqeGc0TXlaTC1xc0ZoUmxVTzY?oc=5","Xinhua","China","1783471035000"
"Live updates • U.S. launches 'series of powerful strikes against Iran,' CENTCOM says","https://news.google.com/rss/articles/CBMipwJBVV95cUxQVnV3UVJNOG9WREx2a3RYVW9hODdrcUdpOTQ2QU1BOGFoUG9hREZBMk1rNTBsWUZtUjFvcElwZURFblBBS21zV19CYUpvdm83MGZZS1hVdlZ6cjlXZVN1eHRmZWR3WkoySkV2VWJOOWtWRzVlTjA3M3lPZjNJZjVYTi11Z18tcmFCNDB4NW51NFV5aFJTMWNhU1FMczIzZkNpeTRKRnI0TEJCWVQ5Z0RwQ25WUkxCaHFISFM0WjVNLUVONjdGS21UTmRrQ0ViZm5NZU1jVUpaWTBLbE53UkxTTU9tTGNCT1hLdE81aC11R0RBRnRJc2ZTWWhxM2l4WEQzWmloRG1vR1VnOUdxTWViT1dPZHVaUVlzd05UQjRyUlU0SDNHRDQw?oc=5","Haaretz","Israel","1783470780000"
"US Strikes Iran, Oil Sales Blocked, NYC Tower Still Unstable, More","https://news.google.com/rss/articles/CBMiqgFBVV95cUxQZ2hLMFRORU56OFhvX2pNNDB2RVhvOFo4c2RYVWlLTzROTHdzaUd3a0F0TlNNMlNPdDhVUUVIREJnc1NSZzI0c3NHN3pnWi1HaV9pV19TVkYzX0hkbTY4NURhSTkxMnFZRWdJeEl5MTYxeVNjaDMxR1VYeFhxZ2UzMUNVZXh2NXYtZDJBcTNxaDZzRFRBTGgyV2lRcWE0eFhNRGxTaWRubDZUZw?oc=5","Bloomberg","Global","1783472525000"
"Now: U.S. Launching New Strikes Against Iran - Erin Burnett OutFront - Podcast on CNN Podcasts","https://news.google.com/rss/articles/CBMipAFBVV95cUxOeXJUaHkybDRqWFl3VUlJNmJCaEdhVk1BRDZqVFpaUV9xVmF5c2ZTUzBEWEJYb3VISXA2dlZhNDlzaXNWbThoNUZxczFsRi11bFJndjZOLXJsbmx2SnZTcV83d2ozNW9TN1hsenRyT1AxS1BhLW9rd29ZZ3Z5S2hmZ21tbmdBcXViV1hlS2Z1ODZ4VXJGR29QRm1KNURralMwaklnYg?oc=5","CNN","US","1783472383000"
"Watch US Strikes Iran and Blocks Oil Sales","https://news.google.com/rss/articles/CBMilgFBVV95cUxOaVVLeWt4NHZXN1A5OTJxLVF4bWdqX1Y4U2NEOTZKOF94M05HOHJNVV9CdnhuSkVQTnRjRGZFeGNNMUVtQlFXcU5jLVR2TGVfNHdtVGh1S3RqTkJkNlVRM05PLUxrUnJNVUtTcjlwNjZaWWZheVYwNHd0ekM4MkhITU9XaTFRNTJDZG1NQWQwV3pURDlRM2c?oc=5","Bloomberg","Global","1783472150000"
"Iran accuses US of violating peace agreement after strikes target sites around strait of Hormuz","https://news.google.com/rss/articles/CBMirAFBVV95cUxONlRxOVFtRHI1U3pmLWdYVHJoR2lMS2xZbFlFMzVjdzZUMXMwdl8ycXhGaTNsSEphNUxjbnZTWS0wNHN5ZjJfMEU0dmZrdEZvYU9TY1NPN0hBeTNWQ2h6Q3BaX18xd1ZRSDR0Q3hXS1NNWkdQc3RwZnYwb1h5bjdiVDBCWVpZSS1peU9zNk9jUnNnVFZNei10Z2hpTEJJb1BDSzNNcTg4S2xtbWNK?oc=5","The Guardian","UK","1783473420000"
"US strikes Iran despite promised pause for Khamenei funeral","https://news.google.com/rss/articles/CBMirgFBVV95cUxPdTlma3RkZkNEVzJ2OWRBTDEzYktnMEg1TktzV3VKaVNnQklQQVp3aEtCWWFYLXBjSFNKUTJuMllEYUJaZVpBSDJ2U3M1WTFneGVHaTcxUWpQcVR4eE04UEVDRWdfaU5INTJiUnRFbkJJVkwxRlFYVl96TmUzR0ZUcTlyVzRqSVNEcXZqQnZaWUlSUy1acFhrRmdWZVU4NEhSZDVOaWF6bENnUGpCLVHSAbMBQVVfeXFMTUF6Y2VCUHg3OGRFeHlFRUJqLXJmMDV5QV9hNjNrcVpjbTVPUWcwYXMtdzI1UkFwLVZTSl94QUw3X0Mxd1QxN09PWHVBTW12YlRiQ2dBcTljSVk0Q20yMWpPTDdPY1o5cVFiTlpyN0RQTXF3d2phOE83SkZwTWJIT3BjQWI5ZzRsXzdVVXFBeWpIb2tVaksxVGpiN1JLYVNwVHpMcVBUMW5uRThhaUFBLWRpMUU?oc=5","Al Jazeera","Arab","1783473247000"
"How the US-Iran conflict is reshaping Africa’s geopolitical opportunities","https://news.google.com/rss/articles/CBMisgFBVV95cUxNWXlaeWhEeXU5OG4zdk1KV250N2kwS3NEb1JROVRvdWloOEsxTXV4ek52QklSaVFhdTFTVHRhd2I3V3NmSGxzQnhialUzMWF3eGlkeVhSV1hiY3RVUEx1dm5TQUFKYXV0N2RtZkJWYUdfc3FBaWVyNV9seC12dVpoaFFRYkw4MFpxVXpqNzJCaEhXZms5LTNIZ1hucHVWd0JXNTJQOGZfR0tzR25Eci15U0Vn0gG3AUFVX3lxTFBpSlliT1FMd2dmLTYwV21NRHRwcjlvb1Z0Nm5lVlBGV21xTEF2cFhzdEh5YTkwNGlqdEZsZHdaOWxYblFHQ19uZWZoek41ZjJnSk1BZG15c000OEtQS3R6VERTZGJvTzVodHJLdm1DZTQ3Tm1MYWpFVUY1UERoR3hxVHpWblZ4M01PbmVRY0prcU1BZTM1U1lDRzBnMWFRYnBJcHByRG5JU0MxcXlkbi05OUFucUcyWQ?oc=5","Al Jazeera","Arab","1783473197000"
"Iranian media: Iran launches missiles and drones towards US naval targets","https://news.google.com/rss/articles/CBMibkFVX3lxTE1lLUNxX3pjU2xteDBibUpveHA2MDdpTnZSLXhTSzJwYzEwWXpzNWZyeWVKQ3RwdjluaDJwbk93b2N1Qno5ZlNSUlZPbEloZnlRendxN21QalNiQ2ptalRMVjM0M200d3hpZWE3dXBR?oc=5","CGTN","China","1783472056000"
