headline,link,source,region,published_at
"Turkiye says Mecca defence pact not aimed at Iran","https://news.google.com/rss/articles/CBMikwFBVV95cUxQUk80bjVqWnNpMWVOMVIzek5TWHdkaE9pY0xHMWl5bWZzWXk3M3ZYbTJKTG95X1ZKWkRrYTJROVdTV2w1UFVCUmlKUHl6enQ3bzBjX1NGRWdWanp5STFUbXF5V3lxcjRZTVNjZWViTEFfV1JwZnFzd2phSTBOdEJnLUtKQ09pUnVwQldCMTNDSnU2NVnSAZgBQVVfeXFMTW9hUkhnWEdYS1loSlloUk4wMTQ1YklScW02LXVfWWlkQy1ndjNlY3ZNVnd4c3Zpb1hVaXVmd1o2UVJmd3ZPVk9zN0FtNC1SbHRqTG1iSDdDQUt2NEVOMUtWX3oweUNlVTMxYlA0SzFHd1lTMkdXdlNnTzNFTURTcnBNbGFuRjJpWHlWRHAtWlo2N2NOVEREeUE?oc=5","Al Jazeera","Arab","1786234212000"
"Berkshire Q2 Earnings, Iran: Conditions Must Be Met, More","https://news.google.com/rss/articles/CBMipAFBVV95cUxPNklydEZsaFlOU2Y2V3FJTDREVnZJd0VRazVHNFoyYjNXVVNyeUNZV3RRcUdrR0wwQktmLUhVLW11cTh4ZkJhUVd1NmtqVG9kRnFLM290LU1XYjVrTWVOQkpfOHpJWGlRbW4wTWFfYklKLWFEbFo4LS1ZSFJrNXNMczJkLWY4WGh0TzY4a294WjhmakNSYmdJbWhwdU13UW1SLW9jNQ?oc=5","Bloomberg","Global","1786236002000"
"How Israel Air Force air controllers managed crowded airspace during Iran strikes","https://news.google.com/rss/articles/CBMibkFVX3lxTE1INE9KcTdPZWo5X2VhUlpzU0FKQ29vZnhuX3JxMnRMd3U2TTBqa0RBZzEwTkI0bmlfc1VleEhVZWhTVzRlSFU5M2VXTlZ0RG85ZEpXVWNLUUNzcUhsTFZwc010dnotbEZGV2dPT0JB?oc=5","The Jerusalem Post","Israel","1786237489000"
"Iran links Hormuz reopening to US meeting promises","https://news.google.com/rss/articles/CBMijAFBVV95cUxNZTBkSDdOX0VzeTUyV0l0TXBtaFRSbHhDVEQ1UXhUV2pWeXhIN2xJU2pRaU5HREx3X2xFMzU5MnRGSlBmRnNJOVhFWnh6R0Q0bVB2LUdpb19YTllFTlhOcFV6U0VybXQ0VWZLMzJqMFZBUjFteTBtclBDU1FZS3NXdG1YbzNfSmY1cWlBdw?oc=5","Dawn","Pakistan","1786236150000"
"Iran war live - Al Jazeera","https://news.google.com/rss/articles/CBMi1AFBVV95cUxOTm9RUmlPNWNxX3laTng4T3RwdGJPeVdXVUR2R3VJV0NwRFI5RUliOHhCcDJVSll5aUVmcHI1TWo0YmlCMHJoX0JDOE5USVJicGp0TUZ6a2l0em1Idzk3UGs0eGNTZzUzVzYtZHVzUExpZnNhN3RySWdKbVB1UVNRVTdWVUhWcVhTc1hBZVRmNHVfUzFnMDF4ZmNXMWw4X1I4MWE4NDc1Nzg2cUp5R3FVNmJ0QkZiN1V3WlJKenpvakY5WVNyVEs1MUV1U05lZDN1dldOUQ?oc=5","Al Jazeera","Arab","1786237364000"
"Pentagon pushes to ‘dramatically’ speed production as Iran war burns through weapons","https://news.google.com/rss/articles/CBMisgFBVV95cUxNZFFGVVhSWlpPZ1VESVpvVW83RDlKdmlhR2JDdUtQMy1yN2dwYXg5VDVERTFDME1wYzBoWllCeDNYZlRRNi1wT0ExZkxmbDFTVzdYTUdhMzVnb0c4cE1SUjZQQWhEd2VCc2YyZWlPX0RJcmQ3X1I2N1FHQnNKTkJHOFlZZExKcWQtOXEtQ0xsWmIxSHZiVGQ1NUdoVmJta3BTdkcwNl9XR2RyajBSSEZsVHJB?oc=5","The Independent","UK","1786240020000"
"The goal should be denying Iran the material capacity to threaten us: Robert Greenway","https://news.google.com/rss/articles/CBMiVkFVX3lxTE0yYUVJVU9CdUdxT0V3Ykk5RHBJRVBRM09fcDRiWkFiY0E5eGNsaUlYY25HWU0yejhTNFZISkI2dFNYbUtIQ3EzM190Zm1fMWNNMlhKeEp3?oc=5","Fox News","US","1786237909000"
"China’s Inflation Cools as Oil Shock of Iran War Starts to Ease","https://news.google.com/rss/articles/CBMitAFBVV95cUxPMnJxMUlZWURHYVNhSTJOUHphX3AtSWFMTTdKd1h2MVoxQTlfemw1SHAzbm9NNmVnUTZhTzlGYTFWbURMODhWcXVDRlhNU3p2M0Zfb3FId2ppTjJTNWJEU1NSS0VqWlU3QmRkbnZiNWdBdGRqczFvaVMySmgwNmJld0hKY0pkbXlOc1lsV1F1M2NfeDFFcFJxdGRGQkNsTUN4eWFCalJJSlU0S1pweC03eGVaLTY?oc=5","Bloomberg","Global","1786239960000"
"Trump’s top general is ‘looking for an off-ramp’ from Iran war","https://news.google.com/rss/articles/CBMioAFBVV95cUxPa2Y2OHkzWUNRVzBramctOU9qY2V0QkdWa3Q5Wm9Db05sMEFwS0NiQmloTi1QZjl6bXlyalFLdVhHNnRwMkE0Z1pMVTctQzRpZWZwOXJkM3JNUGU0anI0Z2x4SGFpc2ljQnI0c0tBNUxXMU0zU3IwbEg2UGY1eTREQzRfOEUzbkZ4aUV2aUNCMldBTkxRZGRpdjYzNzRKRzFX?oc=5","CNN","US","1786241640000"
"Iran war live - Al Jazeera","https://news.google.com/rss/articles/CBMi1AFBVV95cUxNbVNfZXY5QjRXTU83Z3NuR0VuN3NKRlhheGVIRjM0R0NpOS1XRHFFTmJNYTU5eHM5MUt5SFE5UnpybXpFckhWRVZfNFduLUNfMmVnTWIyUkdOVFBseEVBQmszUHpNOFlQTllzZnItYTdBRTNtOXlZNjVVUHRGWFo1ZUhuX2pNbFE1dFZoX0laeVlFc3V5S1U1dktFUFBpX2RTV3l5NnhDSDdFenJtMkVSaXYyY0FQV1FMQmRqc29iSGNOS3RDMTB1QWdkTU9Bb204MGJKbg?oc=5","Al Jazeera","Arab","1786239161000"
