headline,link,source,region,published_at
"Trump: ‘I am number one on Iran’s kill list’","https://news.google.com/rss/articles/CBMiqAFBVV95cUxOMk1BVXJSaGJycnM4TGgyd3NRRjlaM2xIaEpVaVBzdHlacWk1RXRqcUltRmswM091NkpCdm5zVWxKUG9HUmhRQ05NZ0w1cFhRRDVBbEVxNlB4QnlDMlNPMW9VZV9Ca0p3alc0TXM5Q2pvSU9LOEZCajJLV2QyeFBZYWU3YVpEZnlrTWhnXzUzTGl4VlRqM1J5V2xMMGxQdmxPaFZJakNrazHSAa4BQVVfeXFMTkF0UzkyN19VQkllT3FrMGs1emZYTEs1aUJwNE9acS1DVjkwU1d6R3RGSHJfdUxQeE1WbHozWGxTUEJUS0xZU0t1dW5JTURPQWt2VVFiYkJBOU5fYzBObVB5NTFlTURUSmtoeGs1NmVMNHFLOWJHbXo4NnBDdVd4dG9XcFgxR0pINTZYUWpMRHJsNHZZMjFUTkEzamRWRExSREpuTXRUaVhPVlpITWtB?oc=5","Al Arabiya","Arab","1783608660000"
"Massive funeral reflects strength of Iran's revolutionary ideals'","https://news.google.com/rss/articles/CBMitAFBVV95cUxQWlZJcjI0dVhINGwxa0diQUZHT0pNY0ZyZUdDcWR0ZnU4aEltc0xvSnBQcGZ5cVdNZ0pZNHlJNWtNSkFKekE3NmF0SGtyQnUwbEJISzhHRExiN2ZnVGZoZHotVXhsdndTWjVqR2tKUURCNkJIQ0Vpb1ZaSFh6X1EyX2pGOGVkaFZQLXNObG8yQXJZNWZjUUJFN29NQnd4ZkFnanp1eWhVWXZJMXBKVXlzUVl2dG0?oc=5","Press TV","Iran","1783608360000"
"IRGC Navy: Foreign powers have no role in Strait of Hormuz","https://news.google.com/rss/articles/CBMikwFBVV95cUxNOHBQRldzNTlnSlJscWFvXy0tbWg4OVlFeVc5b0ViSjJ0VDZQOGsxVjE3YklaZ3pEUE5QUGotek5VLVZnbFc3eC03TGcyNlF2SU53azc1VU85Rk1ma0dqU0xBSE5KVVNDSlhZYy1SYUpCUUZJWlB1Vlo0Mmpja0tLYTF3V2ZvMUhOckRiM3VadzFWWUU?oc=5","Press TV","Iran","1783607880000"
"Iran condemns U.S. strikes on maritime infrastructure at IMO meeting","https://news.google.com/rss/articles/CBMifEFVX3lxTFBGVVpSaWNVNnNYQ2EwTFdRM1pKRDdoTHlIMW83Zi1qcUpuZG05Y2hMOUIxSDk4OTRISndrZzdfZ2Q1cUJGVWFiUUNLX3pURmhEOHQzZm4wSWZabTQ1MWsxMzJIWFhRWm1qMXV1VXJVeEFGOGllUlRBVjRlWHk?oc=5","Xinhua","China","1783607715000"
"The future of Hormuz: Peace or the absence of war?","https://news.google.com/rss/articles/CBMimwFBVV95cUxQWERqQktWX2lidnlXRWZMei1DdWhLRmJKcmNkMzRBd2xPd05Fci1NcUJXc3BBdS1Gbm5rRzFTdkRKdlZRZ0RsU2ppdXgtZ1JDLTd0WmJiZm45UXZ6YjRBMzc5VDd4Rkt1Ylg1UXB1RDNmTVo1cHZWSGR4T29PZ05fYk9tMmYzNVZoQVdzeFphcTkzS1FDSXR3WXJHa9IBoAFBVV95cUxPMS1KQzdUaVlHVThCU1NaOC1SUDNMTzBUUGE0eVB4M0ZDbGJOZ1l1TExvTERmbjRMWUVXUHY2NnJnLVFhTWtmVXg5UVI0Zjkyd19rN29oX0lzUlNrYTBBek1GaUNDbDZVaFpGMHpDMUVwTE9FTjZFOG04M0VxQlh5WWNzajU5U1BZYmFFNFJFMWdod3ZlbWVCYWl0cnVkVjlH?oc=5","Al Arabiya","Arab","1783607280000"
"Iran fires 10 missiles at Jordan after US strikes reported near Bushehr nuclear plant","https://news.google.com/rss/articles/CBMitwFBVV95cUxPSnB5NGVnaHB6V1J4V1M5VVZjdWJ4dnFsNXNVNWpQUS1felFJUmdhdW5yQjB3d1J3VWJMYkU5WjdzLTJTNmpzQ3NKUXotR2NWV3BNM2xia0sybkZyTHNSaDg4SGVCaXJnbmVjbHB6SFhTUkl5MXl4TnRyN2NNdjlZamdtc1czY0pLWGVEX19vYjYydUx6WU5QeEVKQkpPeGtEdTZoQzd3N0ktRkc5dFZQOWVaUzZFYzTSAbwBQVVfeXFMTURXR0NBeGdxMTRwWndaMFdBLVBVeXlwVW9vdmpvRFhWXzFnSWhtcm5OSXRnN2JiQnFYOHZyOW14eEpEc3BObEVra1JfZnJXV0JfM3NaTGNQQ0JULWFDOTFTZGo4Qkw5eGFoSjRNSDJxbklnY014TVhhQ3doaV84OUhpN1ZOSTZJeF9ORGhmX0dCdXFVZjlEX0FGbXJZQWl4R1U0TW15bmR3RExPTU51dmlXZHh0elRhZVNOSVI?oc=5","The Times of Israel","Israel","1783607171000"
"‘People here all seek revenge’: Crowds mass for Khamenei’s burial, banners call to kill Trump","https://news.google.com/rss/articles/CBMiuwFBVV95cUxPTkhaRlV1dWtCU0FnZVFzMGVZRDRXa3R1YzBtQzRFYU04V0s2cWsxMVNOdlM3R2k2MTQtaDZJdzU1YXYydlF1Y0lUZUZpZ3hCN2xjY2VwNTducnJfUzI0S2pHVGNQeERvSDJTajRwRGtXUEZrNTdkZTNBU2o0UDdUZkpzamh4Umc4a1gwVUxnSjRhb2s3MEdrZGdwVTRENTlPTjN6V2VHQzJUdWJYLXB3ZHVhT2ltVEVNVjRN0gHAAUFVX3lxTE0yZER1d0NfZnJod3paM0NfS19wUkZJZWVkMkFZZlhENUM3QThIekhjWkptWVdIRWNwNFl2Z0FycU9xb0tLZk5WeVJ6SGpBTnRqZHRIbkhlYVhwVThwcHkxN1NuejFzbUdVTm1fUnR0SmRHNXhhSFJYZ1hZRUQtbHpuM2oxM3o3NDg5RXNqbnNlODJLaXhLZVU3bTZvOUtzWFNDekdLYlZNMFJtZ3pGX182S0NxLXJqYUtBNzJiR0lRSA?oc=5","The Times of Israel","Israel","1783606638000"
"Should Europe Back Trump's Iran Policy?","https://news.google.com/rss/articles/CBMilAFBVV95cUxPMTVFbDliVHdiRHBBRi1oUUdxVnloWGU2QlN3RWliNmVGeHpUSkJmdjlJQ3ZXcDJVamw2WElxVzI5empjSlVLa2MwSzRzdTNlWXhGWFBWaFl1dUZuUWp0MVlRS2VhaWNBUFNDTmpieUhfOThnbHdJQ3ItQmNhTTZEdFI5cU9pYUxsZG1haEkxazNxcl9k0gGaAUFVX3lxTE94eHg0M1BNYk0zUWk0Nms3RkJxbHc1SmNnc19RQzFNM2dTUUNDQk1waURRUVNaUUVTUzN2bldlYzZhTmY0Uy1XRjZ6SnlaSjY5VHo1VHl0M1ViamZOTU1VTFM1SVlQNTZSVnplMnRsUHZ3SEhnWG1jZHdadTdaOURyR2ZRX1Bfa1FFVlR5eTFiZEFFUUY3UGpRckE?oc=5","Al Arabiya","Arab","1783606498000"
"US Stock Futures Rise After Fresh US Strikes on Iran | Oil Prices Retreat | Dawn News English","https://news.google.com/rss/articles/CBMiwAFBVV95cUxNSU92M21PdXh6T3JEWWtyZ3lQNW9kcnlXWnEtZzFNeThBbFp1T3o2dzduRmRGZFhFd012azdaRmpPY25XcGxVQnBqY0FwYXBsQmo1ZmdwOUxGNFpYRWd4SVNFeFFBQ1lKOEo5cFV6bk9tbWtQc1llVF9tajNkUDhaS2Q5YzQ5N2JKeEctSW14XzNxTmlZNVh5bVpIaFZnU2otcHRBTWJxX2RPY0JnLWhhanlKN002bzZuX0NvMjhTUGw?oc=5","Dawn","Pakistan","1783606227000"
"Satellite Imagery Shows Damage to Iranian Port","https://news.google.com/rss/articles/CBMioAFBVV95cUxQMS1oMkNtUnR3amdSRjMyTGZUSEFvcl8xZVJCODZCdkVqSFF3endyUk5pb09Pc01vWTVBSE1iNG1LaHJmZHVLaVZwVkxib1ZTbktmcUo0ZUczdjZMaXBPNnNGaFJMS0RVV1E0VmdSeTVZX2x4MklrY3NiOS1iLTJjX2dhZW5OMzBTQ1VLTlp4TG9LYS1UamZubkNGVy1jR3hm0gGmAUFVX3lxTE5EbXVONkhtWVJzbE9zZjdvcGRYRHg1eVZrMlR1X29qSURXeGFkZkl4SmpVSUlXZEQ0V2JQakVzMWVyclhLNWpfUjdETmY1cC1yT2FfZngxajBlbGpDUjM3MGxzRElERjV0Nnk2VE1qa2NCSDI1T1hEa2d2cEhfWkpONTl6WlI1SkpEWXhUd2I3d2ZOUVV4OXZ2eWphdGgzRkxQNThpakE?oc=5","Al Arabiya","Arab","1783606152000"
