headline,link,source,region,published_at
"Iran Israel War","https://news.google.com/rss/articles/CBMiWkFVX3lxTE9uWHJEVjNPbWd2SHhuYXI2c0QycHdhNDhiOUdGd0pONl9vb2l1MEhISHFvV1ZVR0ZtWEtfUHlreWd0UmxzZ0dtdkpXd1VvS1otTUQ0NUtPN1luZw?oc=5","Dawn","Pakistan","1772518640000"
"Iran Israel War","https://news.google.com/rss/articles/CBMiWkFVX3lxTFBBNFk3TG1CcndtLXpVWFg5TzE2RklGcloyUmNsdUZJeExqZDMwdzZwMUtJUU9rWDMwUUJ1WFlEZEZLVzE0anRRbEVvY2JWd2VZcTlzZW85RjBoZw?oc=5","Dawn","Pakistan","1772520668000"
"Iran Israel War","https://news.google.com/rss/articles/CBMiWkFVX3lxTE5abHVVR3hhdDh2eE5kQTBnSS1Hc2JtdVZpLWtZMU9tanRuUmhwRzlwNmpFZ003c3RrY1VqaEdHeUpYLXpfSWoySHFUYUZtZk5CYjN3NmltcXVEZw?oc=5","Dawn","Pakistan","1772518689000"
