headline,link,source,region,published_at
"US Talks Iran with Qatar, Trump-Xi Talks Approach","https://news.google.com/rss/articles/CBMiowFBVV95cUxQLWdCcjAzQWtDZU1pc1NYT2dNUFRYendSdl9kQVBnd2V1MllCLXhIek9MV1h5Y2tkdFNCNTVrdDBRa20tSHpCR1pHNHJQdlVFeHg3VUF4QUlpdUFzMGsxaER0OXcwMzlhcFZ0M0lEaUtCMEx6bUJJYkZOQzNSaWtoQ205R1c1U2l2TDBZV2RxTXFqdHJwRGFWSUFWbTBEY0x3SGlR?oc=5","Bloomberg","Global","1778369773000"
"Israel built secret desert base in Iraq to wage war on Iran: Report","https://news.google.com/rss/articles/CBMitgFBVV95cUxNWWg1bWlsSktQUGpYZF9GNlpBd0RRRkpjZUJwVFFjM3g1S1RSMFV1clRUODBNYld1Y3ZVVzByNWdEVUJtNXFCZlcxaWVkUHF2Rk5LanB0TS1pcThZcG05dDF5LV9sWnpnWmQzMDZnVzRhVVRSRTNNNm1GazU0VHFseEF4bWVySUxBS0FyVXlMajBIZWlUX3B6QWl1QWRsSDN1YUJXV1NxOW1iM3R2djZONnVoTXVydw?oc=5","Press TV","Iran","1778369460000"
"Trump waits for answer from Iran on peace proposal, says ball is in Tehran’s court: ‘We may go back to Project Freedom’","https://news.google.com/rss/articles/CBMivwFBVV95cUxNcDRPWC10cVhDU2NDZl9LQW1qMU1QNktfZHlQYzRmVmRCMm8xWDFSRVpuNndXeWZLem96d2NjSWRHOFN2V2xiRTZSV242TTZ4UEx5VXkwUDRRXzg1UnJrVGhoek9jNWR0XzBnWjNPUm95S21sajVoSVR0YmlNeGdJUlFrLWdNcXBfejVtRFU3NmZtV3J0eVY2VG1fRGdQWVE1S0xtNG9SdmZ5aE8yQTR0ejBLVmNqTnpvdlVidXZTQQ?oc=5","New York Post","US","1778365320000"
"Trump ends 7-hour hiatus from Truth Social with flurry of photos of golf and Iran","https://news.google.com/rss/articles/CBMirAFBVV95cUxNMzlJWktYS2NpaGJlU2xGSkdiZXdINzA5aGl6dnMxUWQ5dFJVa2hpQS1fREZ6WEk4bkVyRjFYcHhJYWFYQVhZYWhOWWRkZjd4NV93M2VUMllRNmZtYUV1cFNpeGo0RUw4NEIyQWhDVFJ2MGsxRE5fZFpqbVVjcTFxSUs2VEZvbkRyZnpIOUF0aExQcmpma1B6andsRV9PMHZzUlVYUjF6d3c5UFd5?oc=5","The Independent","UK","1778365020000"
"Are there any winners in unfinished Iran war? - analysis","https://news.google.com/rss/articles/CBMiXEFVX3lxTFBoYTB0Q1FkVGdGSHhDekp3SlBGRjd0bHhmZ0FIQTJVUWdaaXhtV0k5V3lUQS1LTEdEckE5ZDZ5Q1lPZllIN2EtMklzTTZyZEhlTUNBWkp1OEFrVVBn?oc=5","The Jerusalem Post","Israel","1778363630000"
"Missiles and drones locked on US targets: ‘Awaiting firing order,’ IRGC commander warns","https://news.google.com/rss/articles/CBMi5gFBVV95cUxOUHlJanNsNzUxWWY2ck5NWGw5YmNRX05pT01Sc3NQc2lMN3dseng2eUh3SVdteVk1TENPdHFfalB4TVlseVFzV3NLMVg0X3Z1VzNaSzhMOVdLaVBRX3N6ZHpCUlJ2TnZla2lFMUJ1ZDY2OWd2NEpqclZ4LU02aXZzOENST2g2WW4wQUh2UG82RWwxNi1vZHl1TkhfdDYyUjA2QVQ2UW41OGsydkxGUU1Ib3JIUmZWT0ZLdzhqWWh5STNCTm9FYlNseDh4VTM0SU16ampqTGJMTUdkcE82aFhCZFMwMG1fdw?oc=5","Press TV","Iran","1778363220000"
"Strait of Hormuz Remains Effectively Blocked After Naval Skirmishes","https://news.google.com/rss/articles/CBMimAFBVV95cUxQa3haVlZPODNSVmhia0d0eURxVVlRU0ExbjB6dV9rcnY0QTRObFR6bGVDYWdKT1U5TlpERmFrSC05R0V5M3FxX3MzUVFqUVNnNlhxbUhkcmtQd3ZnOWI5RGpoNXFfRXdhZ3lMQ3ZpOUQtVEExaDJVWGxwc21hbVNrZnVWTWdQZ0JPYjJ4alNBSEtSYV9ZN3NFZQ?oc=5","The New York Times","US","1778363004000"
"May 9: Iran reaffirms its red lines, vowing decisive response to any new US attack in Persian Gulf","https://news.google.com/rss/articles/CBMizwFBVV95cUxNSlk1U3gzQ2lwYV9ta0lYRktoS0tjUXZTTE9vbDU0REI5MTFuWVFKZ2piWjVrUzQ0MzNQR1VnWE5Vb0d0TEE5QmVrZTVQbVU4QUI4R18wcWhlckpIbzJxVjhzMXJaZ2N5Qi10SG9XSmF5TVo2TXh0RlZhcEZTN3E1MVFsMDluWkVjNGJuSHpOVXRXWEVFNWhKNmgyS3FaSERZTW0xVFpQbk5xYVVRZjUtSVVzZmYzanRkWlUyX0l1c29JWTVuQ0RvV2ZhdlpDQ0E?oc=5","Press TV","Iran","1778362860000"
"Israel said to have built secret base in Iraqi desert to support Iran air campaign","https://news.google.com/rss/articles/CBMiswFBVV95cUxQQXhlR3k1S2lYVjJDZVRCM1I0c2JFT0k1NjlLQVF5M2s4YzlYU0tQb2NQeVBwUUdNWnVtOWI1RGluRDR3U0huWVJCbG5sdWRtdjRnMC1mVE5lRW5UZjg1aWhBS2s4ZkVTMU5FTTJ1U2ZoNm11VlEyWHRhNWtaTU1FQmwtUlRqWW5FVmFDYS00QkNQSW1BUVc5SzZkTVFmVlN6Sm5vV1UyalJkbnBUV21kb1o3MNIBuAFBVV95cUxNYkpnRTVidjIwVFBNVjlnNmpURG1EeTNhYlBZV1hZQUhOVXZjODNKQ2hoSF9od2w1Qjl6VEhGc0FTQkdRRUtELVdRcm1TY291TmRvYlotbjBQd1JReDRoMF9pcVI2UDRKLWlKdmtFZ2VyVmJhaTF2SjRzRlRVSHZNQUlQejI3TEhJaTBRUVZnTmNscE92RGZGcnFTWnFJOTIxb1BXem5qeU1xcjYwS2xRM2tyMURaSWRt?oc=5","The Times of Israel","Israel","1778362620000"
"IRGC warns U.S. against attacks on its vessels","https://news.google.com/rss/articles/CBMifEFVX3lxTE95UEZXaW5pVl9HMmJWcEJ3Mm4zNTAxVHRST3NqbTFxdkVHUFpLeDR1Zml3aVRQMTdyVXM2QnlIU3VkeGhFaFQ3c2ZzRWFDZlZGNUVOWDVpOVlsQ0VZTDZtTjJtVzltV3ktSms1TEZFYW1YTFNkVThEemxiV0o?oc=5","Xinhua","China","1778361930000"
